시도,구시군,시장명,시장주소,2010_개설주기,2010_등록_인정 여부,2010_영업점포,2010_공동화장실 보유여부,2010_고객 주차장 보유여부
경남,창원시,양곡시장(양곡상가),경남 창원시 신촌동 33-2,상설,등록,101,보유,보유
경남,창원시,유신종합상가,경남 창원시 신촌동 15-6,상설,등록,58,보유,보유
경남,창원시,북동공설시장,경남 창원시 북동 249-1,상설,등록,23,보유,보유
경남,창원시,창원기계공구상가,경남 창원시 팔용동 16-1,상설,등록,198,보유,보유
경남,창원시,창원코아상가,경남 창원시 상남동 73-4,상설,등록,108,보유,보유
경남,창원시,토월복합상가,경남 창원시 신월동 68-1,상설,등록,82,보유,보유
경남,창원시,도계시장,경남 창원시 도계동 400-1,상설,인정,127,미보유,미보유
경남,마산시,구암시장,경남 마산시 구암2동 88-2,상설,등록,46,보유,보유
경남,마산시,구암현대시장,경남 마산시 구암동 18-1,상설,등록,25,보유,미보유
경남,마산시,대동씨코아상가시장,경남 마산시 해운동 37-4,상설,등록,171,보유,보유
경남,마산시,동마산시장,경남 마산시 합성동 326-1번지,상설,등록,52,보유,보유
경남,마산시,마산어시장,"경남 마산시 남성동, 동성동, 신포동2가일원",상설,인정,851,보유,보유
경남,마산시,반월시장,경남 마산시 반월동 85,상설,인정,70,보유,미보유
경남,마산시,부림상시장,경남 마산시 부림동 83,상설,등록,42,보유,보유
경남,마산시,부림시장,경남 마산시 부림동 32,상설,등록,193,보유,보유
경남,마산시,북마산중앙시장,경남 마산시 상남동 40-1,상설,등록,81,보유,미보유
경남,마산시,산호시장,경남 마산시 산호동 28-28,상설,등록,42,보유,보유
경남,마산시,서마산시장,경남 마산시 석전동 155-9,상설,등록,16,보유,미보유
경남,마산시,신마산시장,경남 마산시 해운동 64,상설,등록,64,보유,보유
경남,마산시,양덕중앙시장,경남 마산시 양덕동 15-1번지,상설,등록,26,보유,미보유
경남,마산시,역전시장,경남 마산시 석전동 257-1,상설,등록,78,보유,보유
경남,마산시,역전통합시장,경남 마산시 석전동 262-2,상설,등록,56,보유,보유
경남,마산시,자유시장,경남 마산시 오동동 290,상설,등록,25,보유,보유
경남,마산시,정우새어시장,경남 마산시 동성동 313,상설,등록,60,보유,보유
경남,마산시,진동시장,경남 마산시 진동면 진동리 237-11,상설,등록,15,보유,미보유
경남,마산시,회성종합시장,경남 마산시 회성동 450-2,상설,등록,15,보유,보유
경남,진주시,공단종합시장,경남 진주시 하대동 70-2,상설,등록,25,보유,미보유
경남,진주시,금곡시장,경남 진주시 금곡면 두문리632-4,정기,등록,11,보유,미보유
경남,진주시,대곡시장,경남 진주시 대곡면 광석리 321-1,정기,등록,18,보유,미보유
경남,진주시,동부종합상가,경남 진주시 상대동 193-1,상설,등록,57,보유,미보유
경남,진주시,문산시장,경남 진주시 문산읍 소문리 112-6,정기,등록,23,보유,미보유
경남,진주시,서부시장,경남 진주시 봉곡동 31,상설,등록,67,보유,미보유
경남,진주시,이현종합상가,경남 진주시 이현동 21-3,상설,등록,324,보유,보유
경남,진주시,일반성시장,경남 진주시 일반읍 창촌리 92,정기,등록,63,보유,보유
경남,진주시,자유시장,경남 진주시 상대동 276-17,상설,등록,120,보유,미보유
경남,진주시,중앙시장,경남 진주시 대안동 8-600,상설,등록,965,보유,보유
경남,진주시,천전시장,경남 진주시 칠암동 306-1,상설,등록,60,보유,미보유
경남,창원시,경화시장,경남 진해시 906-16,상설+정기,등록,133,보유,보유
경남,창원시,마천시장,경남 진해시 마천동 134-6,정기,등록,16,보유,미보유
경남,창원시,웅천시장,경남 진해시 성내동 327,정기,등록,4,보유,미보유
경남,창원시,중부시장,경남 진해시 경화동 1164-1,상설,등록,103,보유,보유
경남,창원시,중앙시장,경남 진해시 화천동 60,상설,등록,350,보유,보유
경남,통영시,북신전통시장,경남 통영시 북신동 662-14,상설,인정,148,보유,보유
경남,통영시,서호전통시장,경남 통영시 서호동 177-417,상설,등록,306,보유,보유
경남,통영시,중앙전통시장,경남 통영시 중앙동 38-4,상설,등록,299,보유,미보유
경남,사천시,사천읍시장,경남 사천시 사천면 정의리 394-3,상설+정기,인정,162,보유,보유
경남,사천시,삼천포수산시장(구삼천포서부시장),경남 사천시 동동 485-2,상설,인정,300,보유,보유
경남,사천시,삼천포종합시장,경남 사천시 동금동 88-4,상설+정기,등록,149,보유,보유
경남,사천시,삼천포중앙시장,경남 사천시 선구동 18-317,상설,인정,230,보유,보유
경남,사천시,서포시장,경남 사천시 서포면 구평리 644-3,상설+정기,등록,45,보유,보유
경남,사천시,완사시장,경남 사천시 곤명면 정곡리 842,상설,등록,45,보유,미보유
경남,김해시,김해동상시장,경남 김해시 동상동 881,상설,등록,160,보유,미보유
경남,김해시,장유재래시장,경남 김해시 장유면 무계리 189-3,정기,등록,90,보유,보유
경남,김해시,진례재래시장,경남 김해시 진례면 송정리 239-3,정기,등록,0,보유,보유
경남,김해시,진영재래시장,경남 김해시 진영읍 진영리 235-16,정기,등록,92,보유,보유
경남,김해시,삼방시장,경남 김해시 삼방동 673-6,상설,인정,70,미보유,미보유
경남,밀양시,내일전통시장,경남 밀양시 내일동 174-9,정기,인정,114,보유,보유
경남,밀양시,무안시장,경남 밀양시 무안면 무안리 814-10,정기,등록,57,보유,미보유
경남,밀양시,송백시장,경남 밀양시 산내면 송백리 1330-1,정기,등록,5,보유,미보유
경남,밀양시,송지시장,경남 밀양시 삼랑진읍 송지리 359-15,정기,등록,60,보유,보유
경남,거제시,고현종합시장,경남 거제시 고현동 98-27,상설,등록,55,보유,미보유
경남,거제시,신부시장,경남 거제시 장승포동 283-38외 11번지,상설,등록,31,보유,보유
경남,거제시,옥수동새시장,경남 거제시 능포동 680-7,상설,등록,30,보유,보유
경남,거제시,옥수시장,경남 거제시 능포동 633-215,상설,인정,108,보유,미보유
경남,거제시,옥포시장,경남 거제시 옥포2동 529-1,상설,인정,66,보유,미보유
경남,거제시,옥포중앙시장,경남 거제시 옥포2동 529-8,상설,등록,27,보유,미보유
경남,거제시,옥현쇼핑타운,경남 거제시 옥포2동 1293-1,상설,등록,43,보유,보유
경남,거제시,장평종합시장,경남 거제시 장평동 56-1,상설,등록,91,보유,보유
경남,거제시,한라프라자,경남 거제시 고현동 961-153,상설,등록,45,보유,보유
경남,거제시,희원프라자,경남 거제시 고현동 961-59,상설,등록,10,보유,보유
경남,양산시,덕계종합상설시장,경남 양산시 덕계동 754-1,상설,인정,200,보유,보유
경남,양산시,서창시장,경남 양산시 삼호동 524번지,상설+정기,등록,28,보유,보유
경남,양산시,석계시장,경남 양산시 상북면 석계리 34-9,정기,등록,0,보유,미보유
경남,양산시,신평시장,경남 양산시 하북면 순지리 575,상설+정기,등록,48,보유,미보유
경남,양산시,양산남부시장,경남 양산시 중부동 423-5,상설+정기,인정,282,보유,보유
경남,양산시,양산남부시장상가,경남 양산시 중부동 420-11,상설+정기,인정,161,보유,보유
경남,양산시,양산북부시장,경남 양산시 북부동 148-19,상설,등록,65,보유,보유
경남,의령군,신반시장,경남 의령군 부림면 신반562,상설+정기,등록,69,보유,미보유
경남,의령군,의령시장,경남 의령군 의령면 중동386,상설+정기,등록,150,보유,미보유
경남,함안군,군복공설시장,경남 함안군 군북면 중암리 83-10,정기,등록,35,보유,보유
경남,함안군,대산공설시장,경남 함안군 대산면 구혜리 221-3,정기,등록,17,보유,미보유
경남,함안군,칠원공설시장,경남 함안군 칠원면 구성리 732,정기,등록,37,보유,보유
경남,함안군,합명회사 가야시장,경남 함안군 가야면 말산리 470-1,상설+정기,등록,80,보유,보유
경남,창녕군,남지정기시장,경남 창녕군 남지읍 남지리 531,정기,등록,60,보유,보유
경남,창녕군,대합정기시장,경남 창녕군 대합면 십이리 273-4,정기,등록,13,보유,보유
경남,창녕군,영산정기시장,경남 창녕군 영산면 성내리 516-4,정기,등록,25,보유,보유
